VIN,VOUT,VREF
2.97,2.717676455,0.25
3.036,2.783510518,0.25
3.102,2.8493252,0.25
3.168,2.915098944,0.25
3.234,2.980775078,0.25
3.3,3.046176728,0.25
0,3.71E-05,0.75
0.066,5.73E-05,0.75
0.132,0.000282546,0.75
0.198,0.001259721,0.75
0.264,0.003716677,0.75
0.33,0.008881433,0.75
0.396,0.018206915,0.75
0.462,0.032783273,0.75
0.528,0.05290045,0.75
0.594,0.078146455,0.75
0.66,0.107816222,0.75
0.726,0.141254075,0.75
0.792,0.178021703,0.75
0.858,0.217942786,0.75
0.924,0.261070556,0.75
0.99,0.307587002,0.75
1.056,0.357638656,0.75
1.122,0.411161248,0.75
1.188,0.467798578,0.75
1.254,0.526977305,0.75
1.32,0.588069738,0.75
1.386,0.650525479,0.75
1.452,0.713922939,0.75
1.518,0.777963332,0.75
1.584,0.842443094,0.75
1.65,0.907225633,0.75
1.716,0.972219344,0.75
1.782,1.037362298,0.75
1.848,1.102612085,0.75
1.914,1.167939199,0.75
1.98,1.233322741,0.75
2.046,1.298747615,0.75
2.112,1.364202664,0.75
2.178,1.42967942,0.75
2.244,1.495171241,0.75
2.31,1.560672696,0.75
2.376,1.626179104,0.75
2.442,1.691686171,0.75
2.508,1.757189671,0.75
2.574,1.82268513,0.75
2.64,1.888167485,0.75
2.706,1.953630671,0.75
2.772,2.019067062,0.75
2.838,2.084466717,0.75
2.904,2.149816263,0.75
2.97,2.215097253,0.75
3.036,2.280283636,0.75
3.102,2.345337822,0.75
3.168,2.410204423,0.75
3.234,2.474800159,0.75
3.3,2.538997453,0.75
0,1.87E-05,1
0.066,2.88E-05,1
0.132,0.000142654,1
0.198,0.000641074,1
0.264,0.001921606,1
0.33,0.004722415,1
0.396,0.01009031,1
0.462,0.019110706,1
0.528,0.032488112,1
0.594,0.050321546,1
0.66,0.07222953,1
0.726,0.097625704,1
0.792,0.125930875,1
0.858,0.156674857,1
0.924,0.189526802,1
0.99,0.224293372,1
1.056,0.260905325,1
1.122,0.299399577,1
1.188,0.339896836,1
1.254,0.382571931,1
1.32,0.427613999,1
1.386,0.475177405,1
1.452,0.525331558,1
1.518,0.578025119,1
1.584,0.633079965,1
1.65,0.690218442,1
1.716,0.749111224,1
1.782,0.8094256,1
1.848,0.870859677,1
1.914,0.9331589,1
1.98,0.996118854,1
2.046,1.059580353,1
2.112,1.123421555,1
2.178,1.187549879,1
2.244,1.251894941,1
2.31,1.316402861,1
2.376,1.381031831,1
2.442,1.445748747,1
2.508,1.51052663,1
2.574,1.57534262,1
2.64,1.640176364,1
2.706,1.705008627,1
2.772,1.769820003,1
2.838,1.834589586,1
2.904,1.899293479,1
2.97,1.963902956,1
3.036,2.02838209,1
3.102,2.092684535,1
3.168,2.156749089,1
3.234,2.220493476,1
3.3,2.283805673,1
0,8.87E-06,1.5
0.066,1.37E-05,1.5
0.132,6.80E-05,1.5
0.198,0.000306903,1.5
0.264,0.000928132,1.5
0.33,0.002319322,1.5
0.396,0.005091863,1.5
0.462,0.010008947,1.5
0.528,0.017763115,1.5
0.594,0.028727263,1.5
0.66,0.042876319,1.5
0.726,0.059903919,1.5
0.792,0.079396336,1.5
0.858,0.100955294,1.5
0.924,0.124252545,1.5
0.99,0.149040389,1.5
1.056,0.175142441,1.5
1.122,0.202438891,1.5
1.188,0.230852722,1.5
1.254,0.260339004,1.5
1.32,0.290877457,1.5
1.386,0.322467684,1.5
1.452,0.355126315,1.5
1.518,0.388885295,1.5
1.584,0.423790714,1.5
1.65,0.45990162,1.5
1.716,0.49728836,1.5
1.782,0.536030049,1.5
1.848,0.576210838,1.5
1.914,0.617914783,1.5
1.98,0.661219331,1.5
2.046,0.706187772,1.5
2.112,0.75286141,1.5
2.178,0.801252564,1.5
2.244,0.851339698,1.5
2.31,0.90306578,1.5
2.376,0.956340379,1.5
2.442,1.011045166,1.5
2.508,1.067041755,1.5
2.574,1.124180357,1.5
2.64,1.18230784,1.5
2.706,1.241274159,1.5
2.772,1.300936708,1.5
2.838,1.36116259,1.5
2.904,1.421829105,1.5
2.97,1.482822877,1.5
3.036,1.544037984,1.5
3.102,1.605373416,1.5
3.168,1.666730044,1.5
3.234,1.728007213,1.5
3.3,1.789098992,1.5
0,1.22E-05,1.25
0.066,1.89E-05,1.25
0.132,9.34E-05,1.25
0.198,0.000420798,1.25
0.264,0.001268696,1.25
0.33,0.003151945,1.25
0.396,0.006853053,1.25
0.462,0.013287326,1.25
0.528,0.023197061,1.25
0.594,0.036883511,1.25
0.66,0.054190786,1.25
0.726,0.074690378,1.25
0.792,0.097880883,1.25
0.858,0.123307778,1.25
0.924,0.150609296,1.25
0.99,0.179521738,1.25
1.056,0.209868772,1.25
1.122,0.241547086,1.25
1.188,0.274513321,1.25
1.254,0.308773555,1.25
1.32,0.344375022,1.25
1.386,0.381399046,1.25
1.452,0.419953888,1.25
1.518,0.460166164,1.25
1.584,0.502169642,1.25
1.65,0.546090868,1.25
1.716,0.592032142,1.25
1.782,0.640053934,1.25
1.848,0.690160351,1.25
1.914,0.742291682,1.25
1.98,0.796326725,1.25
2.046,0.85209467,1.25
2.112,0.909393205,1.25
2.178,0.968008013,1.25
2.244,1.027729411,1.25
2.31,1.088363877,1.25
2.376,1.149740184,1.25
2.442,1.211711198,1.25
2.508,1.27415276,1.25
2.574,1.336960959,1.25
2.64,1.400048732,1.25
2.706,1.46334234,1.25
2.772,1.526778003,1.25
2.838,1.59029878,1.25
2.904,1.65385165,1.25
2.97,1.717384706,1.25
3.036,1.780844306,1.25
3.102,1.844172028,1.25
3.168,1.907301207,1.25
3.234,1.970152857,1.25
3.3,2.032630744,1.25
0,6.86E-06,1.75
0.066,1.06E-05,1.75
0.132,5.26E-05,1.75
0.198,0.000237772,1.75
0.264,0.000720405,1.75
0.33,0.00180674,1.75
0.396,0.003990956,1.75
0.462,0.007915528,1.75
0.528,0.014204964,1.75
0.594,0.023247647,1.75
0.66,0.03509266,1.75
0.726,0.049520692,1.75
0.792,0.066191807,1.75
0.858,0.084763904,1.75
0.924,0.104950798,1.75
0.99,0.126535881,1.75
1.056,0.14936418,1.75
1.122,0.173327857,1.75
1.188,0.198352395,1.75
1.254,0.224385992,1.75
1.32,0.251392381,1.75
1.386,0.279346452,1.75
1.452,0.308231879,1.75
1.518,0.338040025,1.75
1.584,0.368769627,1.75
1.65,0.400426855,1.75
1.716,0.433025525,1.75
1.782,0.466587261,1.75
1.848,0.50114149,1.75
1.914,0.536725155,1.75
1.98,0.57338204,1.75
2.046,0.611161618,1.75
2.112,0.65011732,1.75
2.178,0.690304188,1.75
2.244,0.731775862,1.75
2.31,0.774581001,1.75
2.376,0.818759284,1.75
2.442,0.864337288,1.75
2.508,0.911324656,1.75
2.574,0.959711007,1.75
2.64,1.009464035,1.75
2.706,1.060529087,1.75
2.772,1.112830307,1.75
2.838,1.166273145,1.75
2.904,1.220747816,1.75
2.97,1.276133143,1.75
3.036,1.332300241,1.75
3.102,1.389115571,1.75
3.168,1.446443062,1.75
3.234,1.504145182,1.75
3.3,1.56208297,1.75
0,5.54E-06,2
0.066,8.57E-06,2
0.132,4.25E-05,2
0.198,0.000192129,2
0.264,0.000582837,2
0.33,0.001465257,2
0.396,0.003250151,2
0.462,0.006486375,2
0.528,0.011732559,2
0.594,0.019368281,2
0.66,0.029483598,2
0.726,0.041920076,2
0.792,0.056396031,2
0.858,0.072617666,2
0.924,0.090337451,2
0.99,0.109369326,2
1.056,0.129581702,2
1.122,0.150883436,2
1.188,0.173210448,2
1.254,0.196515593,2
1.32,0.220761992,2
1.386,0.245919136,2
1.452,0.271960876,2
1.518,0.298864619,2
1.584,0.326611195,2
1.65,0.35518508,2
1.716,0.384574764,2
1.782,0.41477315,2
1.848,0.445777913,2
1.914,0.477591777,2
1.98,0.510222697,2
2.046,0.543683899,2
2.112,0.57799378,2
2.178,0.61317562,2
2.244,0.649257089,2
2.31,0.686269511,2
2.376,0.724246852,2
2.442,0.763224395,2
2.508,0.803237119,2
2.574,0.844317745,2
2.64,0.886494533,2
2.706,0.929788878,2
2.772,0.974212842,2
2.838,1.019766776,2
2.904,1.066437215,2
2.97,1.114195215,2
3.036,1.162995296,2
3.102,1.212775045,2
3.168,1.263455383,2
3.234,1.314941396,2
3.3,1.367123553,2
0,1.639898684,-0.5
0.066,1.639898883,-0.5
0.132,1.639898898,-0.5
0.198,1.639898935,-0.5
0.264,1.639899028,-0.5
0.33,1.639899255,-0.5
0.396,1.639899801,-0.5
0.462,1.639901102,-0.5
0.528,1.639904171,-0.5
0.594,1.639911331,-0.5
0.66,1.639927865,-0.5
0.726,1.639965649,-0.5
0.792,1.640051083,-0.5
0.858,1.64024208,-0.5
0.924,1.640663429,-0.5
0.99,1.641576682,-0.5
1.056,1.643504256,-0.5
1.122,1.647401832,-0.5
1.188,1.654762515,-0.5
1.254,1.667371938,-0.5
1.32,1.686597804,-0.5
1.386,1.712760199,-0.5
1.452,1.745201377,-0.5
1.518,1.782826011,-0.5
1.584,1.824546308,-0.5
1.65,1.869461214,-0.5
1.716,1.916876158,-0.5
1.782,1.966268794,-0.5
1.848,2.017247549,-0.5
1.914,2.069516975,-0.5
1.98,2.122851818,-0.5
2.046,2.177078383,-0.5
2.112,2.232061285,-0.5
2.178,2.287694035,-0.5
2.244,2.343892285,-0.5
2.31,2.40058893,-0.5
2.376,2.457730512,-0.5
2.442,2.515274538,-0.5
2.508,2.573187428,-0.5
2.574,2.63144292,-0.5
2.64,2.690020778,-0.5
2.706,2.748905713,-0.5
2.772,2.80808644,-0.5
2.838,2.867554822,-0.5
2.904,2.927305066,-0.5
2.97,2.987332957,-0.5
3.036,3.047635057,-0.5
3.102,3.108207602,-0.5
3.168,3.16904258,-0.5
3.234,3.230070303,-0.5
3.3,3.283029228,-0.5
0,1.482733219,-0.25
0.066,1.482733801,-0.25
0.132,1.482733932,-0.25
0.198,1.482734249,-0.25
0.264,1.48273501,-0.25
0.33,1.482736818,-0.25
0.396,1.482741062,-0.25
0.462,1.482750926,-0.25
0.528,1.482773612,-0.25
0.594,1.482825249,-0.25
0.66,1.482941517,-0.25
0.726,1.483200215,-0.25
0.792,1.483767488,-0.25
0.858,1.484986331,-0.25
0.924,1.487523304,-0.25
0.99,1.492538374,-0.25
1.056,1.5016936,-0.25
1.122,1.516713553,-0.25
1.188,1.538608985,-0.25
1.254,1.567279615,-0.25
1.32,1.601832791,-0.25
1.386,1.641138931,-0.25
1.452,1.684172002,-0.25
1.518,1.730111902,-0.25
1.584,1.778334709,-0.25
1.65,1.828372578,-0.25
1.716,1.879874183,-0.25
1.782,1.93257346,-0.25
1.848,1.986266678,-0.25
1.914,2.040796074,-0.25
1.98,2.096038225,-0.25
2.046,2.151895763,-0.25
2.112,2.208291411,-0.25
2.178,2.265163635,-0.25
2.244,2.322463433,-0.25
2.31,2.380151922,-0.25
2.376,2.438198481,-0.25
2.442,2.496579283,-0.25
2.508,2.555276096,-0.25
2.574,2.614275263,-0.25
2.64,2.6735668,-0.25
2.706,2.733143567,-0.25
2.772,2.793000495,-0.25
2.838,2.853133856,-0.25
2.904,2.913540584,-0.25
2.97,2.974217652,-0.25
3.036,3.035161482,-0.25
3.102,3.096367195,-0.25
3.168,3.157826015,-0.25
3.234,3.219492986,-0.25
3.3,3.277879244,-0.25
0,1.649490425,-0.75
0.066,1.649490587,-0.75
0.132,1.649490601,-0.75
0.198,1.649490633,-0.75
0.264,1.649490715,-0.75
0.33,1.649490914,-0.75
0.396,1.649491395,-0.75
0.462,1.649492542,-0.75
0.528,1.649495253,-0.75
0.594,1.649501588,-0.75
0.66,1.649516239,-0.75
0.726,1.649549768,-0.75
0.792,1.649625701,-0.75
0.858,1.649795752,-0.75
0.924,1.650171693,-0.75
0.99,1.650988958,-0.75
1.056,1.652722,-0.75
1.122,1.656252995,-0.75
1.188,1.663000339,-0.75
1.254,1.674742816,-0.75
1.32,1.692959445,-0.75
1.386,1.718136634,-0.75
1.452,1.749729181,-0.75
1.518,1.786671313,-0.75
1.584,1.827857436,-0.75
1.65,1.87235582,-0.75
1.716,1.919443477,-0.75
1.782,1.968575682,-0.75
1.848,2.01934422,-0.75
1.914,2.071441481,-0.75
1.98,2.124633317,-0.75
2.046,2.178739472,-0.75
2.112,2.233619655,-0.75
2.178,2.28916365,-0.75
2.244,2.345284232,-0.75
2.31,2.401912038,-0.75
2.376,2.458991815,-0.75
2.442,2.516479613,-0.75
2.508,2.574340667,-0.75
2.574,2.632547737,-0.75
2.64,2.691079782,-0.75
2.706,2.749920856,-0.75
2.772,2.809059147,-0.75
2.838,2.868486107,-0.75
2.904,2.928195652,-0.75
2.97,2.988183371,-0.75
3.036,3.048445732,-0.75
3.102,3.108978951,-0.75
3.168,3.16977497,-0.75
3.234,3.230761726,-0.75
3.3,3.283343065,-0.75
0,1.6499774,-1
0.066,1.649977561,-1
0.132,1.649977574,-1
0.198,1.649977607,-1
0.264,1.649977688,-1
0.33,1.649977886,-1
0.396,1.649978363,-1
0.462,1.649979504,-1
0.528,1.649982198,-1
0.594,1.649988493,-1
0.66,1.650003054,-1
0.726,1.65003638,-1
0.792,1.650111859,-1
0.858,1.650280909,-1
0.924,1.650654677,-1
0.99,1.651467336,-1
1.056,1.653191003,-1
1.122,1.656704207,-1
1.188,1.663421451,-1
1.254,1.675120764,-1
1.32,1.693286396,-1
1.386,1.71841321,-1
1.452,1.749962043,-1
1.518,1.786868895,-1
1.584,1.828027378,-1
1.65,1.872504214,-1
1.716,1.919574954,-1
1.782,1.968693712,-1
1.848,2.019451407,-1
1.914,2.071539797,-1
1.98,2.124724274,-1
2.046,2.178824237,-1
2.112,2.233699144,-1
2.178,2.289238585,-1
2.244,2.345355185,-1
2.31,2.401979466,-1
2.376,2.45905608,-1
2.442,2.516541005,-1
2.508,2.574399412,-1
2.574,2.632604011,-1
2.64,2.691133722,-1
2.706,2.749972563,-1
2.772,2.809108694,-1
2.838,2.868533548,-1
2.904,2.928241024,-1
2.97,2.988226702,-1
3.036,3.048487043,-1
3.102,3.109018264,-1
3.168,3.169812303,-1
3.234,3.230796972,-1
3.3,3.283358699,-1
